home_club_id,away_club_id,time,division,date,day
109,556,1-0,3A,08/10/2022,6
357,420,7-1,3A,08/10/2022,6
181,217,2-2,3A,08/10/2022,6
605,340,3-4,3A,08/10/2022,6
543,343,1-4,3A,08/10/2022,6
359,537,2-0,3A,08/10/2022,6
169,268,1-0,3A,08/10/2022,6
303,999,12:30,5C,08/10/2022,6
517,658,6-1,5C,08/10/2022,6
063,660,2-0,5C,08/10/2022,6
100,656,0-0,5C,08/10/2022,6
662,428,N.C.,5C,08/10/2022,6
663,128,3-3,5C,08/10/2022,6
664,657,9-0,5C,08/10/2022,6
092,070,4-1,4D,08/10/2022,6
641,214,1-4,4D,08/10/2022,6
649,493,4-1,4D,08/10/2022,6
016,644,1-2,4D,08/10/2022,6
152,569,2-2,4D,08/10/2022,6
181,574,0-3,4D,08/10/2022,6
601,999,15:30,4D,08/10/2022,6
092,517,4-0,6A,08/10/2022,6
292,423,4-1,6A,08/10/2022,6
033,445,4-3,6A,08/10/2022,6
249,376,2-2,6A,08/10/2022,6
005,402,15:15,6A,08/10/2022,6
152,038,2-0,6A,08/10/2022,6
132,388,0-1,6A,08/10/2022,6
001,579,5-1,3C,08/10/2022,6
598,048,5-2,3C,08/10/2022,6
611,151,1-1,3C,08/10/2022,6
303,627,4-3,3C,08/10/2022,6
544,562,5-2,3C,08/10/2022,6
221,603,1-1,3C,08/10/2022,6
626,343,0-5,3C,08/10/2022,6
625,084,1-3,3D,08/10/2022,6
416,401,1-4,3D,08/10/2022,6
235,402,1-2,3D,08/10/2022,6
566,634,4-1,3D,08/10/2022,6
303,647,2-0,3D,08/10/2022,6
643,523,3-2,3D,08/10/2022,6
637,624,2-6,3D,08/10/2022,6
001,503,2-1,4A,08/10/2022,6
039,488,5-0,4A,08/10/2022,6
574,056,0-4,4A,08/10/2022,6
057,654,2-5,4A,08/10/2022,6
221,648,2-8,4A,08/10/2022,6
629,181,9-1,4A,08/10/2022,6
022,999,15:30,4A,08/10/2022,6
035,229,1-10,6B,08/10/2022,6
268,047,1-8,6B,08/10/2022,6
092,109,0-5,6B,08/10/2022,6
292,306,0-0,6B,08/10/2022,6
049,345,3-1,6B,08/10/2022,6
039,343,2-1,6B,08/10/2022,6
001,263,6-3,6B,08/10/2022,6
132,024,1-1,2A,08/10/2022,6
599,402,3-1,2A,08/10/2022,6
035,274,1-5,2A,08/10/2022,6
109,044,4-2,2A,08/10/2022,6
031,263,1-6,2A,08/10/2022,6
504,292,1-1,2A,08/10/2022,6
630,541,3-0,2A,08/10/2022,6
109,044,2-2,2B,08/10/2022,6
152,030,1-3,2B,08/10/2022,6
589,292,1-1,2B,08/10/2022,6
001,578,1-0,2B,08/10/2022,6
132,388,1-1,2B,08/10/2022,6
137,002,0-1,2B,08/10/2022,6
416,345,1-0,2B,08/10/2022,6
542,229,3-2,1,08/10/2022,6
567,423,1-2,1,08/10/2022,6
001,523,3-0,1,08/10/2022,6
039,084,2-1,1,08/10/2022,6
092,517,2-1,1,08/10/2022,6
249,403,3-1,1,08/10/2022,6
514,402,0-2,1,08/10/2022,6
152,072,2-0,6C,08/10/2022,6
221,338,3-4,6C,08/10/2022,6
001,109,1-1,6C,08/10/2022,6
280,451,2-3,6C,08/10/2022,6
039,268,1-0,6C,08/10/2022,6
007,395,6-2,6C,08/10/2022,6
467,100,6-1,6C,08/10/2022,6
130,401,2-2,4C,08/10/2022,6
359,279,2-1,4C,08/10/2022,6
646,392,5-1,4C,08/10/2022,6
617,123,4-1,4C,08/10/2022,6
039,263,0-5,4C,08/10/2022,6
514,999,15:30,4C,08/10/2022,6
132,093,4-1,4C,08/10/2022,6
221,622,4-0,3B,08/10/2022,6
600,623,2-0,3B,08/10/2022,6
597,268,1-1,3B,08/10/2022,6
602,402,2-2,3B,08/10/2022,6
049,053,3-2,3B,08/10/2022,6
359,090,0-2,3B,08/10/2022,6
499,582,2-2,3B,08/10/2022,6
999,641,00:00,4D,15/10/2022,7
493,152,2-2,4D,15/10/2022,7
574,092,2-1,4D,15/10/2022,7
214,649,1-1,4D,15/10/2022,7
070,016,9-1,4D,15/10/2022,7
644,601,6-0,4D,15/10/2022,7
569,181,2-1,4D,15/10/2022,7
